ORDERID,DATE,PURCHASE_TIME,PAYMENT,COGS,GROSS_MARGIN_PERCENTAGE,GROSS_INCOME,RATING
868-81-1752,2/7/2019,18:48,Naverpay,198.18,4.761904762,9.909,6.8
634-97-8956,2/17/2019,17:27,Credit card,98.7,4.761904762,4.935,9.1
566-71-1091,2/3/2019,15:59,Naverpay,385.1,4.761904762,19.255,5.5
442-48-3607,3/14/2019,11:21,Credit card,46.96,4.761904762,2.348,7.9
835-16-0096,3/24/2019,13:48,Samsungpay,73.5,4.761904762,3.675,8.5
527-09-6272,3/21/2019,10:17,Credit card,142.25,4.761904762,7.1125,9.1
898-04-2717,3/19/2019,15:49,Samsungpay,687.6,4.761904762,34.38,7.5
692-27-8933,2/24/2019,13:02,Naverpay,347.7,4.761904762,17.385,5.2
633-09-3463,3/28/2019,12:58,Credit card,142.95,4.761904762,7.1475,9.5
374-17-3652,2/5/2019,15:26,Credit card,385.38,4.761904762,19.269,8.9
378-07-7001,2/10/2019,18:23,Credit card,144.27,4.761904762,7.2135,7.8
433-75-6987,3/5/2019,19:06,Samsungpay,391.79,4.761904762,19.5895,8.9
873-95-4984,2/15/2019,20:21,Naverpay,538.3,4.761904762,26.915,7.7
416-13-5917,1/30/2019,16:24,Samsungpay,485.15,4.761904762,24.2575,9.3
150-89-8043,2/14/2019,15:04,Naverpay,133.95,4.761904762,6.6975,6.2
135-84-8019,2/27/2019,16:10,Samsungpay,701.37,4.761904762,35.0685,7.6
441-94-7118,2/4/2019,12:14,Naverpay,71.95,4.761904762,3.5975,7.3
725-96-3778,1/20/2019,10:13,Naverpay,714,4.761904762,35.7,4.7
531-80-1784,3/28/2019,17:38,Naverpay,182.14,4.761904762,9.107,5.1
400-45-1220,2/27/2019,11:06,Credit card,135,4.761904762,6.75,4.8
860-79-0874,2/15/2019,14:53,Credit card,993,4.761904762,49.65,6.6
834-61-8124,1/26/2019,18:22,Naverpay,361.83,4.761904762,18.0915,5.5
115-99-4379,3/14/2019,19:02,Credit card,383.11,4.761904762,19.1555,8.5
565-67-6697,3/2/2019,14:16,Naverpay,243,4.761904762,12.15,4.8
320-49-6392,3/4/2019,15:44,Naverpay,30.24,4.761904762,1.512,8.4
889-04-9723,1/7/2019,12:20,Credit card,356.56,4.761904762,17.828,7.8
632-90-0281,3/8/2019,20:01,Credit card,375.5,4.761904762,18.775,9.3
554-42-2417,1/9/2019,13:45,Naverpay,954.4,4.761904762,47.72,5.2
453-63-6187,3/1/2019,15:40,Samsungpay,82.5,4.761904762,4.125,6.5
578-80-7669,3/16/2019,16:58,Naverpay,74.97,4.761904762,3.7485,5.6
612-36-5536,2/17/2019,11:12,Credit card,647.68,4.761904762,32.384,7.4
605-72-4132,2/27/2019,15:12,Naverpay,755.76,4.761904762,37.788,9.1
471-41-2823,3/7/2019,20:37,Samsungpay,199.58,4.761904762,9.979,8
462-67-9126,1/21/2019,17:44,Naverpay,439.32,4.761904762,21.966,7.2
272-27-9238,2/19/2019,16:23,Naverpay,164.96,4.761904762,8.248,7.1
834-25-9262,1/6/2019,12:12,Naverpay,326.72,4.761904762,16.336,9.1
122-61-9553,3/14/2019,19:33,Naverpay,461.88,4.761904762,23.094,5.6
468-88-0009,3/24/2019,10:29,Naverpay,263.76,4.761904762,13.188,6
613-59-9758,1/27/2019,14:28,Naverpay,143.6,4.761904762,7.18,5.4
254-31-0042,3/6/2019,12:46,Credit card,193.5,4.761904762,9.675,7.8
201-86-2184,2/2/2019,19:40,Naverpay,183.82,4.761904762,9.191,9.9
261-12-8671,1/25/2019,19:39,Credit card,121.92,4.761904762,6.096,4.9
730-70-9830,3/14/2019,17:54,Samsungpay,420.66,4.761904762,21.033,5.2
382-25-8917,1/29/2019,12:25,Naverpay,252.48,4.761904762,12.624,8.9
422-29-8786,1/3/2019,16:47,Credit card,335.45,4.761904762,16.7725,9.1
667-23-5919,1/14/2019,12:52,Samsungpay,483.5,4.761904762,24.175,7
843-01-4703,1/5/2019,19:50,Credit card,318.42,4.761904762,15.921,9.6
743-88-1662,2/22/2019,18:17,Samsungpay,668.43,4.761904762,33.4215,8.7
595-86-2894,2/6/2019,17:20,Samsungpay,387.92,4.761904762,19.396,9.4
182-69-8360,1/30/2019,13:32,Credit card,94.6,4.761904762,4.73,4
289-15-7034,1/11/2019,10:37,Credit card,329.32,4.761904762,16.466,7.5
462-78-5240,3/19/2019,14:35,Naverpay,53.22,4.761904762,2.661,4.2
868-52-7573,1/14/2019,12:09,Naverpay,498.45,4.761904762,24.9225,9.9
153-58-4872,3/1/2019,15:32,Samsungpay,299.56,4.761904762,14.978,4.2
662-72-2873,1/6/2019,13:58,Samsungpay,204.7,4.761904762,10.235,9.9
525-88-7307,1/31/2019,13:19,Naverpay,75.82,4.761904762,3.791,5.8
689-16-9784,3/11/2019,13:37,Naverpay,280.62,4.761904762,14.031,6
725-56-0833,2/20/2019,16:49,Credit card,323.2,4.761904762,16.16,10
394-41-0748,1/27/2019,14:55,Samsungpay,486.63,4.761904762,24.3315,9.5
596-42-3999,3/10/2019,14:04,Credit card,127.54,4.761904762,6.377,6.6
541-89-9860,2/15/2019,12:31,Naverpay,241.44,4.761904762,12.072,8.1
173-82-9529,1/26/2019,14:51,Naverpay,379.5,4.761904762,18.975,9.7
563-36-9814,2/13/2019,18:27,Samsungpay,76.82,4.761904762,3.841,7.2
308-47-4913,3/9/2019,12:45,Credit card,522.6,4.761904762,26.13,6.2
885-17-6250,3/6/2019,10:36,Samsungpay,79.74,4.761904762,3.987,7.3
726-27-2396,1/24/2019,20:36,Samsungpay,387.5,4.761904762,19.375,4.3
316-01-3952,3/13/2019,14:16,Samsungpay,271.35,4.761904762,13.5675,4.6
760-54-1821,3/15/2019,10:26,Naverpay,122.31,4.761904762,6.1155,5.8
793-10-3222,3/5/2019,13:30,Credit card,246.36,4.761904762,12.318,8.3
346-12-3257,3/4/2019,16:28,Naverpay,173.16,4.761904762,8.658,8
110-05-6330,3/25/2019,20:18,Credit card,236.58,4.761904762,11.829,9.4
651-61-0874,3/12/2019,20:04,Credit card,184.88,4.761904762,9.244,6.2
236-86-3015,2/4/2019,13:38,Samsungpay,13.98,4.761904762,0.699,9.8
831-64-0259,2/22/2019,10:43,Samsungpay,198.75,4.761904762,9.9375,9.6
587-03-7455,2/16/2019,17:30,Samsungpay,684.53,4.761904762,34.2265,4.9
882-40-4577,1/19/2019,15:28,Credit card,269.04,4.761904762,13.452,8
732-67-5346,1/11/2019,19:07,Credit card,68.95,4.761904762,3.4475,7.8
725-32-9708,1/4/2019,19:01,Naverpay,274.84,4.761904762,13.742,4.1
256-08-8343,3/4/2019,19:48,Samsungpay,226.12,4.761904762,11.306,5.5
372-26-1506,1/28/2019,19:24,Samsungpay,119.1,4.761904762,5.955,5.4
244-08-0162,1/2/2019,13:00,Naverpay,342.1,4.761904762,17.105,5.1
569-71-4390,1/25/2019,14:29,Samsungpay,43.74,4.761904762,2.187,6.9
132-23-6451,1/4/2019,13:21,Naverpay,104.85,4.761904762,5.2425,7.8
696-90-2548,3/10/2019,18:55,Samsungpay,77.52,4.761904762,3.876,6.6
472-15-9636,3/22/2019,19:36,Samsungpay,407.44,4.761904762,20.372,9.2
268-03-6164,1/25/2019,16:28,Samsungpay,96.11,4.761904762,4.8055,7.8
750-57-9686,1/8/2019,13:48,Credit card,181.52,4.761904762,9.076,8.7
186-09-3669,1/22/2019,10:57,Samsungpay,81.51,4.761904762,4.0755,9.2
848-07-1692,1/12/2019,17:13,Samsungpay,114.44,4.761904762,5.722,8.3
745-71-3520,2/4/2019,10:23,Naverpay,176.54,4.761904762,8.827,8.2
266-76-6436,3/28/2019,13:57,Samsungpay,115.8,4.761904762,5.79,7.5
740-22-2500,1/23/2019,13:29,Naverpay,252.15,4.761904762,12.6075,9.8
271-88-8734,2/8/2019,13:00,Credit card,972.1,4.761904762,48.605,8.7
301-81-8610,3/19/2019,19:42,Credit card,203.36,4.761904762,10.168,6.7
489-64-4354,3/9/2019,15:36,Naverpay,16.28,4.761904762,0.814,5
198-84-7132,1/2/2019,13:40,Naverpay,365.49,4.761904762,18.2745,7
269-10-8440,1/21/2019,18:01,Naverpay,372.19,4.761904762,18.6095,8.9
650-98-6268,3/20/2019,13:53,Credit card,62.61,4.761904762,3.1305,8
741-73-3559,2/27/2019,17:27,Naverpay,336.35,4.761904762,16.8175,6.9
325-77-6186,3/8/2019,10:53,Samsungpay,906.5,4.761904762,45.325,7.3
286-75-7818,1/31/2019,19:48,Credit card,138.16,4.761904762,6.908,6.9
574-57-9721,3/8/2019,16:53,Samsungpay,86.54,4.761904762,4.327,5.7
459-50-7686,1/13/2019,19:14,Samsungpay,140.76,4.761904762,7.038,6.4
616-87-0016,3/9/2019,14:36,Credit card,668.78,4.761904762,33.439,9.6
837-55-7229,2/22/2019,18:19,Credit card,47.44,4.761904762,2.372,6.8
751-69-0068,3/19/2019,19:09,Samsungpay,893.16,4.761904762,44.658,9
257-73-1380,1/20/2019,16:51,Samsungpay,331.72,4.761904762,16.586,9.6
345-08-4992,3/8/2019,15:37,Credit card,203.94,4.761904762,10.197,7.7
549-96-4200,3/8/2019,20:15,Samsungpay,68.16,4.761904762,3.408,7
810-60-6344,2/7/2019,14:38,Credit card,326.88,4.761904762,16.344,6.5
450-28-2866,1/15/2019,19:25,Naverpay,87.2,4.761904762,4.36,8.1
394-30-3170,3/22/2019,19:35,Credit card,707.44,4.761904762,35.372,4.3
138-17-5109,1/15/2019,15:42,Credit card,802.89,4.761904762,40.1445,6.5
192-98-7397,1/8/2019,14:11,Samsungpay,12.78,4.761904762,0.639,9.5
301-11-9629,1/15/2019,10:43,Naverpay,133.7,4.761904762,6.685,9.7
390-80-5128,1/28/2019,17:58,Credit card,19.15,4.761904762,0.9575,9.5
235-46-8343,2/14/2019,11:26,Credit card,276.6,4.761904762,13.83,8.9
453-12-7053,3/10/2019,17:38,Credit card,137.22,4.761904762,6.861,6.5
296-11-7041,1/12/2019,20:07,Credit card,27.07,4.761904762,1.3535,5.3
449-27-2918,3/26/2019,11:02,Credit card,39.12,4.761904762,1.956,9.6
891-01-7034,1/1/2019,19:07,Naverpay,448.26,4.761904762,22.413,6.7
744-09-5786,1/2/2019,18:50,Naverpay,132.06,4.761904762,6.603,7.6
727-17-0390,3/16/2019,12:43,Samsungpay,318.05,4.761904762,15.9025,4.8
568-88-3448,3/3/2019,15:09,Samsungpay,25,4.761904762,1.25,5.5
187-83-5490,1/31/2019,13:47,Naverpay,83.08,4.761904762,4.154,4.7
767-54-1907,2/13/2019,16:59,Naverpay,147.8,4.761904762,7.39,6.9
710-46-4433,2/15/2019,14:15,Credit card,696.6,4.761904762,34.83,4.5
533-33-5337,2/7/2019,20:24,Naverpay,793.9,4.761904762,39.695,6.2
325-90-8763,1/27/2019,13:58,Naverpay,465.7,4.761904762,23.285,7.6
729-46-7422,2/23/2019,16:52,Credit card,35.89,4.761904762,1.7945,7.9
639-76-1242,2/3/2019,15:19,Naverpay,202.6,4.761904762,10.13,4.5
234-03-4040,3/3/2019,12:25,Credit card,730.5,4.761904762,36.525,8.7
326-71-2155,2/3/2019,10:02,Naverpay,295.8,4.761904762,14.79,6.1
320-32-8842,3/17/2019,18:58,Naverpay,22.62,4.761904762,1.131,6.4
470-32-9057,3/28/2019,15:31,Credit card,256.7,4.761904762,12.835,9.1
878-30-2331,3/2/2019,11:22,Credit card,545.5,4.761904762,27.275,7.1
440-59-5691,2/8/2019,13:12,Credit card,260.05,4.761904762,13.0025,7.7
554-53-3790,3/22/2019,18:33,Naverpay,222.12,4.761904762,11.106,4.5
746-19-0921,2/9/2019,10:02,Samsungpay,21.58,4.761904762,1.079,7.2
233-34-0817,2/15/2019,11:21,Naverpay,98.84,4.761904762,4.942,8.4
767-05-1286,1/23/2019,12:10,Samsungpay,502.62,4.761904762,25.131,5.4
340-21-9136,1/25/2019,11:40,Naverpay,160.2,4.761904762,8.01,9.7
405-31-3305,2/2/2019,18:31,Credit card,431.3,4.761904762,21.565,5.5
731-59-7531,3/30/2019,17:58,Naverpay,580.56,4.761904762,29.028,4.6
676-39-6028,3/30/2019,17:04,Naverpay,322.2,4.761904762,16.11,6.6
502-05-1910,2/25/2019,20:35,Credit card,195.54,4.761904762,9.777,6.3
485-30-8700,3/18/2019,16:10,Credit card,166.3,4.761904762,8.315,4.2
598-47-9715,3/7/2019,16:54,Samsungpay,336.28,4.761904762,16.814,4.4
701-69-8742,3/16/2019,10:11,Samsungpay,343.7,4.761904762,17.185,6.7
575-67-1508,1/29/2019,11:26,Samsungpay,38.6,4.761904762,1.93,6.7
541-08-3113,2/2/2019,20:29,Naverpay,527.76,4.761904762,26.388,8.4
246-11-3901,2/15/2019,12:12,Naverpay,328,4.761904762,16.4,6.2
674-15-9296,1/8/2019,13:05,Samsungpay,185.7,4.761904762,9.285,5
305-18-3552,2/12/2019,16:19,Naverpay,603.8,4.761904762,30.19,6
493-65-6248,1/1/2019,19:48,Credit card,369.8,4.761904762,18.49,7
438-01-4015,3/21/2019,15:25,Samsungpay,197.96,4.761904762,9.898,6.6
709-58-4068,2/28/2019,14:42,Naverpay,410.9,4.761904762,20.545,7.3
795-49-7276,3/23/2019,18:59,Samsungpay,148.6,4.761904762,7.43,8.3
556-72-8512,1/30/2019,20:47,Naverpay,22.96,4.761904762,1.148,4.3
627-95-3243,2/4/2019,13:21,Samsungpay,699.12,4.761904762,34.956,9.8
686-41-0932,3/13/2019,19:48,Samsungpay,69.4,4.761904762,3.47,8.2
510-09-5628,3/15/2019,18:20,Credit card,196.6,4.761904762,9.83,7.2
608-04-3797,3/5/2019,20:24,Samsungpay,202.56,4.761904762,10.128,8.7
148-82-2527,3/5/2019,13:44,Credit card,121.2,4.761904762,6.06,8.4
437-53-3084,2/26/2019,11:48,Samsungpay,199.78,4.761904762,9.989,7.1
632-32-4574,3/20/2019,14:14,Naverpay,607.36,4.761904762,30.368,5.5
556-97-7101,1/1/2019,15:51,Naverpay,126.44,4.761904762,6.322,8.5
862-59-8517,1/27/2019,11:17,Naverpay,541.44,4.761904762,27.072,6.2
401-18-8016,1/21/2019,17:36,Naverpay,98.13,4.761904762,4.9065,8.9
420-18-8989,2/2/2019,15:47,Naverpay,412.16,4.761904762,20.608,9.6
277-63-2961,2/3/2019,15:53,Credit card,73.97,4.761904762,3.6985,5.4
573-98-8548,1/5/2019,12:40,Samsungpay,31.9,4.761904762,1.595,9.1
620-02-2046,1/27/2019,19:48,Samsungpay,138.8,4.761904762,6.94,9
282-35-2475,3/25/2019,17:53,Naverpay,186.62,4.761904762,9.331,6.3
511-54-3087,2/25/2019,16:36,Credit card,88.45,4.761904762,4.4225,9.5
726-29-6793,1/28/2019,20:54,Samsungpay,193.44,4.761904762,9.672,9.8
387-49-4215,1/8/2019,12:50,Naverpay,145.5,4.761904762,7.275,6.7
862-17-9201,1/29/2019,10:48,Credit card,504.3,4.761904762,25.215,7.7
291-21-5991,3/29/2019,14:28,Naverpay,306.45,4.761904762,15.3225,7
602-80-9671,2/9/2019,17:15,Credit card,95.7,4.761904762,4.785,5.1
347-72-6115,1/16/2019,18:03,Credit card,635.18,4.761904762,31.759,6.2
209-61-0206,1/5/2019,17:29,Samsungpay,214.55,4.761904762,10.7275,6.1
595-27-4851,1/27/2019,18:05,Samsungpay,379.96,4.761904762,18.998,9.3
189-52-0236,3/14/2019,12:07,Naverpay,696.85,4.761904762,34.8425,7.6
503-07-0930,2/23/2019,19:49,Credit card,408.73,4.761904762,20.4365,8.2
413-20-6708,3/18/2019,15:52,Samsungpay,51.47,4.761904762,2.5735,8.5
425-85-2085,3/29/2019,16:48,Samsungpay,274.3,4.761904762,13.715,9.8
521-18-7827,1/22/2019,20:46,Credit card,196.95,4.761904762,9.8475,
220-28-1851,3/1/2019,18:14,Samsungpay,69.46,4.761904762,3.473,9.7
600-38-9738,1/17/2019,15:05,Credit card,359.6,4.761904762,17.98,4.3
734-91-1155,3/26/2019,10:34,Credit card,137.13,4.761904762,6.8565,7.7
451-28-5717,3/20/2019,11:23,Naverpay,499.02,4.761904762,24.951,7.3
609-81-8548,2/6/2019,13:55,Credit card,224.64,4.761904762,11.232,5.9
133-14-7229,1/1/2019,11:43,Naverpay,125.74,4.761904762,6.287,5
534-01-4457,1/27/2019,14:36,Credit card,490.26,4.761904762,24.513,8
719-89-8991,2/25/2019,16:03,Samsungpay,457.05,4.761904762,22.8525,7.1
286-62-6248,1/16/2019,20:03,Credit card,156.84,4.761904762,7.842,9
339-38-9982,1/13/2019,14:55,Samsungpay,119.72,4.761904762,5.986,6.7
827-44-5872,2/7/2019,11:28,Credit card,543.6,4.761904762,27.18,6.1
827-77-7633,2/17/2019,19:41,Naverpay,882.81,4.761904762,44.1405,9.3
287-83-1405,2/12/2019,19:01,Samsungpay,152.58,4.761904762,7.629,7
435-13-4908,1/24/2019,18:04,Credit card,693.44,4.761904762,34.672,7.2
857-67-9057,2/6/2019,19:20,Samsungpay,229.5,4.761904762,11.475,8.2
236-27-1144,3/26/2019,10:31,Samsungpay,146.79,4.761904762,7.3395,8.4
892-05-6689,3/11/2019,13:28,Samsungpay,141.6,4.761904762,7.08,6.2
583-41-4548,2/7/2019,11:36,Samsungpay,116.69,4.761904762,5.8345,7.4
339-12-4827,1/5/2019,11:32,Credit card,73.96,4.761904762,3.698,5
643-38-7867,3/7/2019,11:44,Samsungpay,97.94,4.761904762,4.897,6.9
308-81-0538,2/25/2019,17:16,Credit card,292.2,4.761904762,14.61,4.9
358-88-9262,2/1/2019,18:43,Samsungpay,524.88,4.761904762,26.244,5.1
460-35-4390,1/22/2019,11:00,Samsungpay,92.04,4.761904762,4.602,9.1
343-87-0864,1/3/2019,10:30,Credit card,75.88,4.761904762,3.794,7.1
173-50-1108,2/13/2019,12:14,Credit card,80.72,4.761904762,4.036,5
243-47-2663,1/28/2019,16:43,Credit card,112.62,4.761904762,5.631,5.5
841-18-8232,1/5/2019,20:40,Credit card,71.2,4.761904762,3.56,9.2
701-23-5550,3/19/2019,13:40,Samsungpay,155.24,4.761904762,7.762,4.9
647-50-1224,1/12/2019,16:23,Samsungpay,294.2,4.761904762,14.71,8.9
541-48-8554,1/7/2019,12:08,Credit card,548.55,4.761904762,27.4275,6
539-21-7227,1/26/2019,17:45,Naverpay,257.7,4.761904762,12.885,4.2
213-32-1216,1/23/2019,10:28,Naverpay,396.36,4.761904762,19.818,7.3
747-58-7183,2/9/2019,20:31,Samsungpay,171.81,4.761904762,8.5905,6.5
582-52-8065,2/22/2019,10:49,Naverpay,488.79,4.761904762,24.4395,8.9
210-57-1719,2/5/2019,12:34,Naverpay,524.16,4.761904762,26.208,9.7
399-69-4630,3/7/2019,10:23,Credit card,133.26,4.761904762,6.663,8.6
134-75-2619,3/25/2019,18:51,Naverpay,135.24,4.761904762,6.762,6.9
356-44-8813,1/20/2019,13:45,Credit card,112.44,4.761904762,5.622,7.7
198-66-9832,2/4/2019,19:38,Naverpay,144.08,4.761904762,7.204,9.5
283-26-5248,1/30/2019,20:23,Samsungpay,985.2,4.761904762,49.26,4.5
712-39-0363,1/2/2019,15:24,Samsungpay,249.96,4.761904762,12.498,5.6
218-59-9410,3/29/2019,16:54,Samsungpay,217.26,4.761904762,10.863,8.2
174-75-0888,3/14/2019,12:32,Naverpay,194.22,4.761904762,9.711,7.3
866-99-7614,2/11/2019,15:42,Credit card,892,4.761904762,44.6,4.4
134-54-4720,1/30/2019,13:58,Samsungpay,339.36,4.761904762,16.968,5.7
760-90-2357,3/20/2019,15:08,Samsungpay,447.06,4.761904762,22.353,5
514-37-2845,3/20/2019,13:02,Naverpay,198.5,4.761904762,9.925,9
698-98-5964,1/17/2019,13:01,Credit card,812.1,4.761904762,40.605,6.3
718-57-9773,2/3/2019,16:40,Credit card,493.3,4.761904762,24.665,9.4
651-88-7328,1/1/2019,13:55,Naverpay,591.66,4.761904762,29.583,7.7
241-11-2261,1/10/2019,10:33,Credit card,559.02,4.761904762,27.951,5.5
408-26-9866,3/2/2019,16:42,Samsungpay,517.86,4.761904762,25.893,4.1
834-83-1826,2/25/2019,17:16,Credit card,410.2,4.761904762,20.51,7.6
343-61-3544,1/29/2019,11:48,Naverpay,266.7,4.761904762,13.335,8.6
239-48-4278,3/10/2019,19:35,Samsungpay,70.91,4.761904762,3.5455,8.3
355-34-6244,1/13/2019,19:55,Credit card,144.78,4.761904762,7.239,8.1
550-84-8664,3/22/2019,14:33,Credit card,429.55,4.761904762,21.4775,8.6
339-96-8318,3/1/2019,19:49,Samsungpay,569.17,4.761904762,28.4585,6.3
458-61-0011,2/20/2019,18:43,Naverpay,241.2,4.761904762,12.06,5.8
592-34-6155,1/14/2019,14:43,Samsungpay,127.08,4.761904762,6.354,6.2
797-88-0493,3/26/2019,13:54,Naverpay,257.08,4.761904762,12.854,7.7
207-73-1363,3/1/2019,12:15,Samsungpay,139.02,4.761904762,6.951,8.1
390-31-6381,1/7/2019,12:37,Naverpay,81.66,4.761904762,4.083,7.3
443-82-0585,2/1/2019,19:54,Naverpay,310.72,4.761904762,15.536,8.4
339-18-7061,2/13/2019,15:06,Credit card,185.96,4.761904762,9.298,8
359-90-3665,1/14/2019,18:03,Credit card,72.32,4.761904762,3.616,9.5
375-72-3056,1/19/2019,15:58,Samsungpay,189.18,4.761904762,9.459,7
127-47-6963,3/9/2019,13:53,Credit card,206.84,4.761904762,10.342,9.8
278-86-2735,3/27/2019,14:03,Naverpay,157.02,4.761904762,7.851,9.2
695-28-6250,2/4/2019,16:38,Samsungpay,215.3,4.761904762,10.765,7.7
379-17-6588,3/14/2019,11:07,Naverpay,596.1,4.761904762,29.805,5.3
227-50-3718,3/4/2019,12:23,Naverpay,73.1,4.761904762,3.655,4.4
302-15-2162,3/3/2019,10:54,Credit card,279.18,4.761904762,13.959,4.3
788-07-8452,1/27/2019,17:38,Samsungpay,169.68,4.761904762,8.484,9.4
560-49-6611,2/7/2019,14:13,Naverpay,45.58,4.761904762,2.279,9.8
880-35-0356,2/5/2019,11:51,Samsungpay,225.6,4.761904762,11.28,4.8
585-11-6748,3/15/2019,13:05,Naverpay,290.4,4.761904762,14.52,5.3
470-31-3286,3/1/2019,11:30,Credit card,44.46,4.761904762,2.223,8.7
152-68-2907,2/15/2019,13:30,Credit card,156.6,4.761904762,7.83,9.5
123-35-4896,2/17/2019,19:11,Samsungpay,419.94,4.761904762,20.997,5.3
258-69-7810,1/26/2019,18:53,Naverpay,184.25,4.761904762,9.2125,9.2
334-64-2006,3/24/2019,14:22,Samsungpay,140.64,4.761904762,7.032,9.6
219-61-4139,1/23/2019,17:16,Samsungpay,83.08,4.761904762,4.154,6.4
881-41-7302,1/26/2019,10:06,Credit card,64.99,4.761904762,3.2495,4.5
373-09-4567,3/14/2019,20:35,Samsungpay,775.6,4.761904762,38.78,6.9
642-30-6693,3/17/2019,13:54,Samsungpay,327.06,4.761904762,16.353,7.8
484-22-8230,1/8/2019,20:08,Naverpay,363.23,4.761904762,18.1615,4.5
830-58-2383,2/8/2019,15:26,Naverpay,127,4.761904762,6.35,8.6
559-98-9873,2/10/2019,12:56,Samsungpay,375.55,4.761904762,18.7775,5.2
544-32-5024,3/28/2019,19:16,Credit card,199.16,4.761904762,9.958,6.4
318-12-0304,1/23/2019,12:20,Samsungpay,30.61,4.761904762,1.5305,5.2
349-97-8902,1/17/2019,10:37,Samsungpay,115.78,4.761904762,5.789,8.9
421-95-9805,2/7/2019,10:18,Credit card,28.96,4.761904762,1.448,6.2
277-35-5865,3/9/2019,11:23,Naverpay,890.73,4.761904762,44.5365,6.7
789-23-8625,1/24/2019,11:45,Naverpay,279.66,4.761904762,13.983,7.2
284-54-4231,1/19/2019,16:08,Credit card,80.93,4.761904762,4.0465,9
443-59-0061,2/3/2019,11:25,Samsungpay,674.5,4.761904762,33.725,4.2
509-29-3912,3/20/2019,12:24,Samsungpay,348.48,4.761904762,17.424,4.2
327-40-9673,1/13/2019,19:51,Naverpay,435.6,4.761904762,21.78,6.9
840-19-2096,3/14/2019,18:10,Samsungpay,439.55,4.761904762,21.9775,4.4
828-46-6863,1/23/2019,11:22,Credit card,591.18,4.761904762,29.559,4
641-96-3695,2/7/2019,17:55,Samsungpay,260.76,4.761904762,13.038,8.5
420-97-3340,3/28/2019,15:30,Credit card,215.04,4.761904762,10.752,9.2
436-54-4512,3/20/2019,19:44,Naverpay,91.61,4.761904762,4.5805,9.8
670-79-6321,1/17/2019,15:27,Credit card,662.13,4.761904762,33.1065,4.9
852-62-7105,1/12/2019,11:25,Credit card,832.5,4.761904762,41.625,4.4
598-06-7312,2/16/2019,15:42,Naverpay,91.35,4.761904762,4.5675,6.8
135-13-8269,1/26/2019,16:04,Naverpay,157.76,4.761904762,7.888,9.1
816-57-2053,3/9/2019,12:37,Samsungpay,121.74,4.761904762,6.087,8.7
628-90-8624,3/14/2019,14:41,Naverpay,825.8,4.761904762,41.29,5
856-66-2701,1/25/2019,14:19,Samsungpay,159.9,4.761904762,7.995,7.5
308-39-1707,1/26/2019,18:19,Credit card,12.09,4.761904762,0.6045,8.2
149-61-1929,1/19/2019,14:08,Credit card,641.9,4.761904762,32.095,6.7
655-07-2265,3/5/2019,16:38,Samsungpay,234.93,4.761904762,11.7465,5.4
589-02-8023,1/15/2019,10:54,Credit card,167.54,4.761904762,8.377,7
420-04-7590,3/18/2019,11:29,Samsungpay,299.1,4.761904762,14.955,4.7
182-88-2763,3/20/2019,19:28,Credit card,239.73,4.761904762,11.9865,5
188-55-0967,1/15/2019,15:01,Credit card,664.7,4.761904762,33.235,5
610-46-4100,3/3/2019,20:31,Credit card,202.65,4.761904762,10.1325,6
318-81-2368,3/19/2019,12:16,Naverpay,46.2,4.761904762,2.31,6.3
364-33-8584,3/8/2019,15:27,Naverpay,88.15,4.761904762,4.4075,8.5
665-63-9737,2/27/2019,17:36,Samsungpay,157.26,4.761904762,7.863,7.5
695-09-5146,2/23/2019,20:00,Samsungpay,296.37,4.761904762,14.8185,6.4
155-45-3814,3/19/2019,15:29,Samsungpay,708.4,4.761904762,35.42,4.7
794-32-2436,3/27/2019,15:08,Samsungpay,111.34,4.761904762,5.567,6
131-15-8856,3/30/2019,19:26,Credit card,580.16,4.761904762,29.008,4
273-84-2164,2/16/2019,15:53,Samsungpay,60.25,4.761904762,3.0125,5.5
706-36-6154,1/18/2019,18:43,Samsungpay,174.24,4.761904762,8.712,8.7
778-89-7974,3/30/2019,14:58,Naverpay,421.26,4.761904762,21.063,7.4
574-31-8277,3/20/2019,19:55,Naverpay,33.63,4.761904762,1.6815,5.6
859-71-0933,1/16/2019,15:10,Naverpay,30.98,4.761904762,1.549,6.3
740-11-5257,2/24/2019,16:44,Naverpay,247.4,4.761904762,12.37,7.1
369-82-2676,1/15/2019,18:22,Samsungpay,378.3,4.761904762,18.915,7.8
563-47-4072,1/22/2019,11:52,Naverpay,334.86,4.761904762,16.743,9.9
742-04-5161,2/3/2019,17:24,Naverpay,727.8,4.761904762,36.39,7.3
149-15-7606,3/6/2019,15:31,Samsungpay,335.88,4.761904762,16.794,5.1
133-77-3154,2/16/2019,18:04,Credit card,240.72,4.761904762,12.036,9.4
169-52-4504,3/14/2019,14:13,Credit card,47.07,4.761904762,2.3535,5.8
250-81-7186,2/27/2019,10:23,Credit card,99.69,4.761904762,4.9845,8
562-12-5430,1/18/2019,10:11,Samsungpay,264.45,4.761904762,13.2225,7.9
816-72-8853,1/29/2019,15:48,Naverpay,139.65,4.761904762,6.9825,5.9
491-38-3499,2/26/2019,17:46,Credit card,55.45,4.761904762,2.7725,4.9
322-02-2271,2/3/2019,11:46,Naverpay,128.91,4.761904762,6.4455,9.3
842-29-4695,1/16/2019,12:07,Credit card,119.98,4.761904762,5.999,7.9
